title,open_date,quarter,n_aud,n_screen,n_show,distributor,director,actor,score,genre,actor_power,genre_power,distributor_power
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,4,550145 ,1253 ,12584 ,넥스트,한상호,"박희순, 라미란, 김성균",9 ,애니메이션,54193368 ,15798986 ,160156018 
너는 펫,2011.11.10,4,543313 ,341 ,24395 ,롯데,김병곤,"김하늘, 장근석",6 ,"멜로/로맨스, 코미디",3880367 ,280298420 ,159188751 
챔프,2011.9.7,3,534752 ,301 ,19668 ,쇼박스,이환경,"차태현, 유오성, 박하선, 김수정",8 ,드라마,29293229 ,554968598 ,194689255 
사이코메트리,2013.3.7,1,534273 ,429 ,23487 ,씨제이,토마스 로스,"조 우드콕, 제임스 코스모, 코스모 자비스",4 ,"드라마, 스릴러",1602819 ,659239234 ,332822481 
버닝,2018.5.17,2,528435 ,739 ,26514 ,기타,이창동,"유아인, 스티븐 연, 전종서",7 ,미스터리,32361554 ,39238059 ,120697397 
7년의 밤,2018.3.28,1,528007 ,872 ,26804 ,씨제이,추창민,"장동건, 류승룡, 송새벽, 고경표",5 ,"스릴러, 드라마",94746478 ,659239234 ,332822481 
몬스터,2014.3.13,1,526557 ,527 ,25460 ,롯데,황인호,"이민기, 김고은, 김뢰하",6 ,스릴러,15683659 ,104270636 ,159188751 
헬머니,2015.3.5,1,522929 ,422 ,24846 ,넥스트,신한솔,"김수미, 정만식, 김정태, 이태란, 정애연, 이영은, 이아인, 박준금",7 ,코미디,39540107 ,210105867 ,160156018 
가려진 시간,2016.11.16,4,510878 ,884 ,30404 ,쇼박스,엄태화,"강동원, 신은수, 이효제",8 ,"드라마, 판타지",32518914 ,596448092 ,194689255 
남자사용설명서,2013.2.14,1,507913 ,372 ,17238 ,쇼박스,이원석,"이시영, 오정세, 박영규",7 ,"멜로/로맨스, 코미디",9902266 ,280298420 ,194689255 
아부의 왕,2012.6.21,2,497880 ,428 ,22060 ,롯데,정승구,"송새벽, 성동일, 이병준, 김성령, 고창석, 한채아",6 ,코미디,63609224 ,210105867 ,159188751 
또 하나의 약속,2014.2.6,1,497613 ,192 ,14847 ,기타,김태윤,"박철민, 윤유선, 김규리, 박희정, 유세형, 이경영",9 ,드라마,23849758 ,554968598 ,120697397 
무서운 이야기 2,2013.6.5,2,495522 ,337 ,18509 ,롯데,김성호,"성준, 이수혁, 백진희, 김슬기, 정인선, 고경표, 김지원, 박성웅, 이세영",7 ,공포,28669359 ,17563966 ,159188751 
침묵,2017.11.2,4,494097 ,634 ,23228 ,씨제이,정지우,"최민식, 박신혜, 류준열, 이하늬",8 ,드라마,118320311 ,554968598 ,332822481 
변산,2018.7.4,3,490519 ,763 ,27504 ,기타,이준익,"박정민, 김고은",8 ,드라마,18316920 ,554968598 ,120697397 
해어화,2016.4.13,2,485695 ,572 ,32322 ,롯데,박흥식,"한효주, 유연석, 천우희, 박성웅",8 ,드라마,61705804 ,554968598 ,159188751 
계춘할망,2016.5.19,2,482516 ,526 ,19644 ,기타,창감독,"윤여정, 김고은",9 ,"드라마, 가족",13025956 ,574799555 ,120697397 
소녀괴담,2014.7.2,3,481696 ,455 ,19432 ,기타,오인천,"강하늘, 김소은",5 ,"공포, 스릴러",17675331 ,121834602 ,120697397 
캐치미,2013.12.18,4,480434 ,517 ,16151 ,롯데,이현종,"김아중, 주원",7 ,"코미디, 멜로/로맨스",16265824 ,280298420 ,159188751 
조선미녀삼총사,2014.1.29,1,480361 ,388 ,14031 ,쇼박스,박제현,"하지원, 강예원, 가인, 고창석, 주상욱",4 ,"코미디, 액션, 드라마",35566661 ,1069418675 ,194689255 
넛잡: 땅콩 도둑들,2014.1.29,1,478993 ,382 ,10817 ,기타,피터 레페니오티스,"윌 아넷, 캐서린 헤이글, 리암 니슨, 브렌든 프레이저",7 ,"애니메이션, 모험, 코미디, 가족",9789189 ,281665565 ,120697397 
"로봇, 소리",2016.1.27,1,476665 ,609 ,25502 ,롯데,이호재,"이성민, 이희준, 이하늬, 김원해, 채수빈, 심은경",8 ,드라마,82165974 ,554968598 ,159188751 
위험한 상견례 2,2015.4.29,2,472693 ,429 ,18409 ,롯데,김진영,"진세연, 홍종현, 신정근, 전수경, 김응수",7 ,"멜로/로맨스, 코미디",29621484 ,280298420 ,159188751 
카운트다운,2011.9.29,3,471547 ,341 ,20958 ,넥스트,존 스톡웰,"닉 네메스, 글렌 제이콥스, 캐서린 이자벨",5 ,액션,1414641 ,304344210 ,160156018 
마담 뺑덕,2014.10.2,4,471172 ,536 ,21636 ,씨제이,임필성,"정우성, 이솜, 박소영",7 ,멜로/로맨스,29380276 ,70192553 ,332822481 
리얼,2017.6.28,2,470105 ,970 ,25139 ,씨제이,이사랑,"김수현, 이성민, 성동일",4 ,"액션, 느와르",65917248 ,309386012 ,332822481 
순수의 시대,2015.3.5,1,469891 ,546 ,23623 ,씨제이,안상훈,"신하균, 장혁, 강한나, 강하늘",6 ,드라마,33057473 ,554968598 ,332822481 
감쪽같은 그녀,2019.12.4,4,469298 ,761 ,24843 ,기타,허인무,"나문희, 김수안",8 ,드라마,31033504 ,554968598 ,120697397 
페이스메이커,2012.1.18,1,467697 ,412 ,21875 ,롯데,김달중,"김명민, 안성기, 고아라, 최태준",9 ,드라마,37142587 ,554968598 ,159188751 
동네사람들,2018.11.7,4,461693 ,731 ,23598 ,기타,임진순,"마동석, 김새론",5 ,"액션, 스릴러",80755472 ,408614846 ,120697397 
노브레싱,2013.10.30,4,451669 ,584 ,24912 ,기타,조용선,"서인국, 이종석, 유리",8 ,드라마,14740888 ,554968598 ,120697397 
원더풀 고스트,2018.9.26,3,450374 ,351 ,13999 ,기타,조원희,"마동석, 김영광, 이유영",7 ,"코미디, 드라마, 범죄",86599792 ,917731645 ,120697397 
반드시 잡는다,2017.11.29,4,446780 ,565 ,24559 ,넥스트,김홍선,"백윤식, 성동일",7 ,스릴러,52720602 ,104270636 ,160156018 
오피스,2015.9.3,3,441208 ,425 ,18575 ,기타,홍원찬,"고아성, 박성웅",6 ,스릴러,30953847 ,104270636 ,120697397 
원라인,2017.3.29,1,435048 ,613 ,20788 ,넥스트,양경모,"임시완, 진구, 박병은",8 ,범죄,26184557 ,152657180 ,160156018 
"협녀, 칼의 기억",2015.8.13,3,431310 ,572 ,16099 ,롯데,박흥식,"이병헌, 전도연, 김고은",5 ,"액션, 드라마",52705044 ,859312808 ,159188751 
모비딕,2011.6.9,2,430936 ,377 ,19894 ,쇼박스,박인제,"황정민, 진구, 김민희, 김상호",7 ,"드라마, 스릴러",99678083 ,659239234 ,194689255 
창수,2013.11.28,4,429141 ,415 ,19471 ,기타,이덕희,"임창정, 안내상, 정성화, 손은서, 태성",7 ,느와르,5721005 ,5041802 ,120697397 
